iso3,month,event_type,sub_event_type,disorder_type,events,fatalities
MOZ,2025-11-01,"['Battles', 'Explosions/Remote violence', 'Protests', 'Riots', 'Strategic developments', 'Violence against civilians']","['Armed clash', 'Grenade', 'Remote explosive/landmine/IED', 'Peaceful protest', 'Mob violence', 'Change to group/activity', 'Looting/property destruction', 'Other', 'Abduction/forced disappearance', 'Attack', 'Protest with intervention', 'Disrupted weapons use', 'Violent demonstration']","['Political violence', 'Demonstrations', 'Strategic developments']",85,137
MRT,2025-11-01,"['Protests', 'Riots', 'Battles', 'Strategic developments', 'Violence against civilians']","['Peaceful protest', 'Mob violence', 'Protest with intervention', 'Armed clash', 'Other', 'Attack']","['Demonstrations', 'Political violence', 'Strategic developments']",36,0
MTQ,2025-11-01,['Protests'],['Peaceful protest'],['Demonstrations'],1,0
MUS,2025-11-01,"['Protests', 'Riots']","['Peaceful protest', 'Mob violence']","['Demonstrations', 'Political violence']",10,0
MWI,2025-11-01,"['Riots', 'Protests']","['Mob violence', 'Peaceful protest', 'Violent demonstration']","['Political violence', 'Demonstrations']",19,7
MYS,2025-11-01,"['Protests', 'Strategic developments', 'Violence against civilians']","['Peaceful protest', 'Arrests', 'Attack', 'Other', 'Protest with intervention']","['Demonstrations', 'Strategic developments', 'Political violence']",36,3
MYT,2025-11-01,"['Protests', 'Riots']","['Peaceful protest', 'Mob violence']","['Demonstrations', 'Political violence']",6,0
NAM,2025-11-01,"['Protests', 'Riots']","['Peaceful protest', 'Mob violence']","['Demonstrations', 'Political violence']",9,0
NCL,2025-11-01,['Protests'],['Peaceful protest'],['Demonstrations'],2,0
NER,2025-11-01,"['Strategic developments', 'Battles', 'Explosions/Remote violence', 'Riots', 'Violence against civilians']","['Agreement', 'Change to group/activity', 'Disrupted weapons use', 'Armed clash', 'Remote explosive/landmine/IED', 'Mob violence', 'Looting/property destruction', 'Abduction/forced disappearance', 'Attack', 'Violent demonstration', 'Other', 'Air/drone strike']","['Strategic developments', 'Political violence', 'Demonstrations']",104,111
NGA,2025-11-01,"['Protests', 'Riots', 'Violence against civilians', 'Battles', 'Strategic developments', 'Explosions/Remote violence']","['Peaceful protest', 'Mob violence', 'Attack', 'Armed clash', 'Looting/property destruction', 'Abduction/forced disappearance', 'Air/drone strike', 'Remote explosive/landmine/IED', 'Agreement', 'Arrests', 'Disrupted weapons use', 'Other', 'Violent demonstration', 'Change to group/activity', 'Excessive force against protesters', 'Protest with intervention', 'Sexual violence', 'Shelling/artillery/missile attack']","['Demonstrations', 'Political violence', 'Strategic developments', 'Political violence; Demonstrations']",643,1050
NIC,2025-11-01,"['Violence against civilians', 'Strategic developments']","['Attack', 'Other']","['Political violence', 'Strategic developments']",2,1
NLD,2025-11-01,"['Protests', 'Riots', 'Strategic developments']","['Peaceful protest', 'Protest with intervention', 'Mob violence', 'Other', 'Violent demonstration', 'Looting/property destruction']","['Demonstrations', 'Political violence', 'Strategic developments']",76,0
NOR,2025-11-01,"['Protests', 'Strategic developments']","['Peaceful protest', 'Other']","['Demonstrations', 'Strategic developments']",34,0
NPL,2025-11-01,"['Protests', 'Riots', 'Strategic developments', 'Violence against civilians']","['Peaceful protest', 'Protest with intervention', 'Violent demonstration', 'Disrupted weapons use', 'Looting/property destruction', 'Attack', 'Mob violence']","['Demonstrations', 'Strategic developments', 'Political violence']",299,0
NZL,2025-11-01,['Protests'],['Peaceful protest'],['Demonstrations'],5,0
PAK,2025-11-01,"['Battles', 'Explosions/Remote violence', 'Protests', 'Strategic developments', 'Violence against civilians', 'Riots']","['Armed clash', 'Air/drone strike', 'Grenade', 'Remote explosive/landmine/IED', 'Shelling/artillery/missile attack', 'Peaceful protest', 'Agreement', 'Arrests', 'Change to group/activity', 'Disrupted weapons use', 'Looting/property destruction', 'Other', 'Abduction/forced disappearance', 'Attack', 'Suicide bomb', 'Mob violence', 'Violent demonstration', 'Protest with intervention']","['Political violence', 'Demonstrations', 'Strategic developments']",1018,558
PAN,2025-11-01,"['Protests', 'Riots']","['Peaceful protest', 'Violent demonstration']",['Demonstrations'],13,0
PER,2025-11-01,"['Explosions/Remote violence', 'Protests', 'Strategic developments', 'Riots', 'Violence against civilians']","['Remote explosive/landmine/IED', 'Peaceful protest', 'Arrests', 'Mob violence', 'Attack', 'Violent demonstration', 'Change to group/activity', 'Protest with intervention', 'Disrupted weapons use', 'Abduction/forced disappearance']","['Political violence', 'Demonstrations', 'Strategic developments']",199,7
PHL,2025-11-01,"['Battles', 'Protests', 'Strategic developments', 'Violence against civilians']","['Armed clash', 'Peaceful protest', 'Agreement', 'Disrupted weapons use', 'Attack', 'Abduction/forced disappearance', 'Protest with intervention']","['Political violence', 'Demonstrations', 'Strategic developments']",141,54
PNG,2025-11-01,"['Strategic developments', 'Riots', 'Protests', 'Violence against civilians']","['Other', 'Mob violence', 'Agreement', 'Peaceful protest', 'Arrests', 'Attack']","['Strategic developments', 'Political violence', 'Demonstrations']",35,17
POL,2025-11-01,"['Protests', 'Explosions/Remote violence', 'Strategic developments', 'Riots']","['Peaceful protest', 'Protest with intervention', 'Remote explosive/landmine/IED', 'Change to group/activity', 'Other', 'Mob violence', 'Arrests']","['Demonstrations', 'Political violence', 'Strategic developments']",83,0
PRI,2025-11-01,"['Protests', 'Violence against civilians', 'Battles', 'Strategic developments']","['Peaceful protest', 'Attack', 'Armed clash', 'Protest with intervention', 'Disrupted weapons use']","['Demonstrations', 'Political violence', 'Strategic developments']",24,13
PRK,2025-11-01,['Strategic developments'],"['Change to group/activity', 'Other', 'Looting/property destruction']",['Strategic developments'],10,0
PRT,2025-11-01,['Protests'],['Peaceful protest'],['Demonstrations'],23,0
PRY,2025-11-01,['Protests'],"['Peaceful protest', 'Protest with intervention']",['Demonstrations'],82,0
PSE,2025-11-01,"['Battles', 'Explosions/Remote violence', 'Strategic developments', 'Violence against civilians', 'Protests', 'Riots']","['Armed clash', 'Air/drone strike', 'Remote explosive/landmine/IED', 'Shelling/artillery/missile attack', 'Arrests', 'Change to group/activity', 'Disrupted weapons use', 'Looting/property destruction', 'Other', 'Attack', 'Grenade', 'Excessive force against protesters', 'Peaceful protest', 'Protest with intervention', 'Mob violence', 'Violent demonstration']","['Political violence', 'Strategic developments', 'Political violence; Demonstrations', 'Demonstrations']",1533,227
PYF,2025-11-01,['Protests'],['Peaceful protest'],['Demonstrations'],2,0
QAT,2025-11-01,['Strategic developments'],['Agreement'],['Strategic developments'],2,0
REU,2025-11-01,['Protests'],['Peaceful protest'],['Demonstrations'],5,0
ROU,2025-11-01,"['Protests', 'Riots', 'Strategic developments', 'Violence against civilians']","['Peaceful protest', 'Violent demonstration', 'Disrupted weapons use', 'Attack', 'Looting/property destruction', 'Other']","['Demonstrations', 'Strategic developments', 'Political violence']",42,0
RUS,2025-11-01,"['Battles', 'Protests', 'Strategic developments', 'Violence against civilians', 'Explosions/Remote violence']","['Armed clash', 'Peaceful protest', 'Arrests', 'Looting/property destruction', 'Sexual violence', 'Disrupted weapons use', 'Air/drone strike', 'Remote explosive/landmine/IED', 'Shelling/artillery/missile attack', 'Other', 'Attack', 'Protest with intervention', 'Change to group/activity', 'Abduction/forced disappearance']","['Political violence', 'Demonstrations', 'Strategic developments']",1751,38
RWA,2025-11-01,['Strategic developments'],['Other'],['Strategic developments'],2,0
SDN,2025-11-01,"['Strategic developments', 'Violence against civilians', 'Battles', 'Protests', 'Explosions/Remote violence']","['Agreement', 'Other', 'Attack', 'Armed clash', 'Peaceful protest', 'Looting/property destruction', 'Air/drone strike', 'Abduction/forced disappearance', 'Change to group/activity', 'Sexual violence', 'Arrests', 'Disrupted weapons use', 'Government regains territory', 'Shelling/artillery/missile attack', 'Grenade', 'Non-state actor overtakes territory', 'Non-violent transfer of territory']","['Strategic developments', 'Political violence', 'Demonstrations']",401,1157
SEN,2025-11-01,"['Explosions/Remote violence', 'Protests', 'Riots', 'Violence against civilians']","['Remote explosive/landmine/IED', 'Peaceful protest', 'Protest with intervention', 'Violent demonstration', 'Attack']","['Political violence', 'Demonstrations']",16,0
SLV,2025-11-01,"['Protests', 'Violence against civilians', 'Battles']","['Peaceful protest', 'Attack', 'Armed clash']","['Demonstrations', 'Political violence']",12,1
SOM,2025-11-01,"['Protests', 'Riots', 'Strategic developments', 'Violence against civilians', 'Battles', 'Explosions/Remote violence']","['Peaceful protest', 'Mob violence', 'Violent demonstration', 'Change to group/activity', 'Other', 'Attack', 'Armed clash', 'Non-violent transfer of territory', 'Grenade', 'Remote explosive/landmine/IED', 'Excessive force against protesters', 'Arrests', 'Government regains territory', 'Air/drone strike', 'Shelling/artillery/missile attack', 'Agreement', 'Disrupted weapons use', 'Headquarters or base established', 'Looting/property destruction', 'Abduction/forced disappearance', 'Non-state actor overtakes territory']","['Demonstrations', 'Political violence', 'Strategic developments', 'Political violence; Demonstrations']",681,767
SRB,2025-11-01,"['Battles', 'Protests', 'Riots', 'Strategic developments', 'Violence against civilians']","['Armed clash', 'Peaceful protest', 'Protest with intervention', 'Mob violence', 'Arrests', 'Looting/property destruction', 'Other', 'Attack']","['Political violence', 'Demonstrations', 'Strategic developments']",180,1
SSD,2025-11-01,"['Battles', 'Riots', 'Strategic developments', 'Violence against civilians', 'Explosions/Remote violence', 'Protests']","['Armed clash', 'Mob violence', 'Change to group/activity', 'Looting/property destruction', 'Other', 'Abduction/forced disappearance', 'Attack', 'Air/drone strike', 'Shelling/artillery/missile attack', 'Peaceful protest', 'Agreement', 'Sexual violence']","['Political violence', 'Strategic developments', 'Demonstrations']",160,256
STP,2025-11-01,['Protests'],['Peaceful protest'],['Demonstrations'],2,0
SUR,2025-11-01,['Protests'],['Peaceful protest'],['Demonstrations'],1,0
SVK,2025-11-01,"['Protests', 'Violence against civilians', 'Strategic developments']","['Peaceful protest', 'Attack', 'Disrupted weapons use']","['Demonstrations', 'Political violence', 'Strategic developments']",33,0
SVN,2025-11-01,"['Strategic developments', 'Protests']","['Looting/property destruction', 'Peaceful protest', 'Other', 'Disrupted weapons use']","['Strategic developments', 'Demonstrations']",6,0
SWE,2025-11-01,"['Protests', 'Strategic developments', 'Riots']","['Peaceful protest', 'Other', 'Mob violence', 'Protest with intervention']","['Demonstrations', 'Strategic developments', 'Political violence']",112,0
SWZ,2025-11-01,"['Protests', 'Riots']","['Peaceful protest', 'Mob violence']","['Demonstrations', 'Political violence']",4,0
SYR,2025-11-01,"['Battles', 'Explosions/Remote violence', 'Protests', 'Strategic developments', 'Violence against civilians', 'Riots']","['Armed clash', 'Remote explosive/landmine/IED', 'Peaceful protest', 'Arrests', 'Change to group/activity', 'Other', 'Abduction/forced disappearance', 'Attack', 'Air/drone strike', 'Mob violence', 'Disrupted weapons use', 'Looting/property destruction', 'Grenade', 'Shelling/artillery/missile attack', 'Agreement', 'Violent demonstration', 'Excessive force against protesters']","['Political violence', 'Demonstrations', 'Strategic developments', 'Political violence; Demonstrations']",920,217
TCD,2025-11-01,"['Protests', 'Riots', 'Strategic developments', 'Violence against civilians', 'Explosions/Remote violence']","['Peaceful protest', 'Mob violence', 'Change to group/activity', 'Abduction/forced disappearance', 'Attack', 'Sexual violence', 'Agreement', 'Other', 'Air/drone strike']","['Demonstrations', 'Political violence', 'Strategic developments']",36,47
TGO,2025-11-01,"['Battles', 'Violence against civilians', 'Protests', 'Strategic developments']","['Armed clash', 'Abduction/forced disappearance', 'Peaceful protest', 'Arrests', 'Other']","['Political violence', 'Demonstrations', 'Strategic developments']",5,1
THA,2025-11-01,"['Protests', 'Strategic developments', 'Battles', 'Violence against civilians', 'Explosions/Remote violence']","['Peaceful protest', 'Other', 'Armed clash', 'Attack', 'Remote explosive/landmine/IED', 'Disrupted weapons use', 'Shelling/artillery/missile attack', 'Looting/property destruction']","['Demonstrations', 'Strategic developments', 'Political violence']",19,3
TJK,2025-11-01,['Violence against civilians'],['Attack'],['Political violence'],2,5
TKM,2025-11-01,['Violence against civilians'],['Attack'],['Political violence'],2,1
TLS,2025-11-01,['Protests'],['Peaceful protest'],['Demonstrations'],1,0
